Data Source,World Development Indicators,,,,,,,,,,,,,,,
Last Updated Date,12/22/17,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Ireland,IRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-10994234313,47028464779,22080936155,59941052660,23258563614,53935264225,37763638573,23664918435,40961642315,49960134752,86765614578,2.03463E+11,79163353503
"Iran, Islamic Rep.",IRN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,3037299840,2889191670,2317538500,2017791750,1979988010,2983421910,3648972410,4276718690,4661734400,3049945000,2105494000,2050000000,3372000000
Iraq,IRQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,300000000,515300000,383000000,971800000,1855700000,1598300000,1396200000,2082000000,3400000000,5131400000,4781800000,3316300000,146400000
Iceland,ISL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,755317000.4,3093680068,3876554983,6872169567,1203686965,63588140.75,256983077.7,1106959502,1024171880,472607545.8,766775539,1145767445,-1182667667
Israel,ISR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2946900000,4818400000,14395500000,8798100000,10274200000,4606900000,6984700000,8653000000,9017300000,11842200000,6048900000,11336200000,11902600000
Italy,ITA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,20086849958,36777786839,56964903121,65987320736,-9500316173,16574423268,9937474797,34443576600,34812127.56,19530574591,17028003372,13299083868,18352046895
Jamaica,JAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,559365888,637901995.9,842342788.3,811902426.3,1376602630,485164640.1,185775630.6,172757165.4,413333448.1,544747561.8,582148741.6,924977863.7,927976719
Jordan,JOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,936812411.8,1984485190,3544005642,2622144779,2826744496,2413098592,1688394366,1486056338,1548450704,1946597204,2178309859,1600281690,1538873239
Japan,JPN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7527948175,5459618343,-2396909736,21631204436,24624845330,12226471579,7440979284,-850717035.1,546962692.2,10648441636,19752249424,5585489706,34904736088
Kazakhstan,KAZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5615262947,2546065710,7611168450,11972842989,16818890680,14275888207,7456117901,13760291529,13648134374,10011293285,7224628644,6172788440,16975086788
Kenya,KEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,46063931.45,21211685.4,50674725.18,729044146,95585680.23,116257609,178064606.8,1450474757,1380173662,1118825056,820937636.6,619724465,393359411.6
Kyrgyz Republic,KGZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,175458810.1,42565248.3,182022902.5,207919477.6,376992152.1,189377400,402403900,701295200,324400300,640167700,352896700,1139260400,466372200
Cambodia,KHM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,131416229.3,377180190.6,483209382.7,867288538.6,815180218,928393617.3,1342161498,1372479637,1835222684,1871724857,1720355930,1700968602,2287033631
Kiribati,KIR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1953667.954,2606016.174,568432.8669,1153047.102,-1267679.262,4995548.978,-6602470.868,-348737.5792,-2385943.82,-131575.3582,1234303.406,837637.7448,2065230.151
St. Kitts and Nevis,KNA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,55771474.07,92994488.89,110415630.4,134484438.1,177906026.7,130750839.3,116268480,109632707,92419222.22,110789970.4,163513860.5,132141921,84477919.54
"Korea, Rep.",KOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,13294400000,13643200000,9161900000,8826900000,11187500000,9021900000,9497400000,9773000000,9495900000,12766600000,9273600000,4104100000,10826600000
Kuwait,KWT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,23752969.12,233904109.6,121305596.3,111535690.2,-5951752.859,1113588047,1304627500,3259067552,2872588962,1433630444,485806657.8,284647623.8,291958795.3
Latin America & Caribbean (excluding high income),LAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,60147923173,69017734574,66436169523,1.15515E+11,1.2716E+11,76578833280,1.47355E+11,1.7954E+11,1.67962E+11,1.71161E+11,1.71752E+11,1.63782E+11,1.5577E+11
Lao PDR,LAO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,16917263,27720000,187310641,323520000,227770000,318598209.1,278805903.1,300743507.1,294375016,426667686.2,913243369.8,1421167447,997439368.7
Lebanon,LBN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1898780570,2623502612,2674534372,3375980758,4333045470,4803602660,4279880835,3137050288,3111318172,2661096474,2907118548,2353206729,2610181957
Liberia,LBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,75351731.65,82802111.44,107856671.5,131637661.6,283536077.4,127803424.5,452342327.6,1312748380,646600000,700267800,720075739.2,721033135.4,453180000
Libya,LBY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,357000000,1038000000,2064000000,4689000000,4111300000,1371000000,1784000000,N/A,1425000000,702000000,50000000,725667000,492556000
St. Lucia,LCA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,76520285.19,78233429.63,233934733.3,271891074.1,161210706.3,146397591.1,121296972.6,96416427.78,75759324.81,83515042.22,47523102.29,94735396.71,95992565.17
Latin America & Caribbean,LCN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1.06617E+11,82296382605,1.05202E+11,1.92968E+11,2.24858E+11,1.5629E+11,2.31486E+11,2.8208E+11,2.86074E+11,3.5635E+11,2.59927E+11,2.79878E+11,2.723E+11
Least developed countries: UN classification,LDC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,8837274715,5807140386,9125567610,12620070928,18623932685,15501915355,16286316726,22659341151,22729354801,23967045381,28538444890,39131024661,31899266411
Low income,LIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,3356699944,3290260974,3557619145,6655672893,8966196427,7278328924,11358622997,17348639486,19398719187,19074848777,16418730142,16111380820,17095320542
Liechtenstein,LIE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sri Lanka,LKA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,232800000,272400000,479700000,603000000,752200000,404000000,477559000,955920000,941116591.2,932551317.6,893628980.3,679655644.2,898083819.3
Lower middle income,LMC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,27931578916,52156914176,78719888678,1.03997E+11,1.33132E+11,1.01605E+11,97813297023,1.1444E+11,1.03963E+11,1.10481E+11,1.24525E+11,1.41758E+11,1.18029E+11
Low & middle income,LMY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2.19378E+11,3.04768E+11,3.99108E+11,5.5311E+11,6.35866E+11,4.32283E+11,6.24068E+11,7.37413E+11,6.70577E+11,7.50448E+11,6.78941E+11,6.4393E+11,5.71535E+11
Lesotho,LSO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,55671430.94,27441449.23,24322286.69,75616001.72,11009973.06,91349553.1,9507301.296,61173319.21,56653435.23,50429031.34,94459059.36,113219241,80434059.65
Late-demographic dividend,LTE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1.72305E+11,2.79654E+11,3.38976E+11,4.84286E+11,4.82226E+11,3.68003E+11,5.60941E+11,6.05704E+11,6.24428E+11,6.04305E+11,6.18029E+11,6.62604E+11,4.91878E+11
Lithuania,LTU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,796133753.2,845877986.2,2067072857,2293469627,1907541463,17980648.77,865322434.9,1537988469,575641203.8,708289357,504472635.1,970017859,962297446.9
Luxembourg,LUX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,5179643439,4644769483,32219534641,-29679425810,7117112828,27255154249,39128528763,8843156717,1.43003E+11,10481186575,-10534262224,16000505734,26857367248
Latvia,LVA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,591016370.9,810406848.7,1704978770,2713740045,1432688544,-32391422.09,435492262.8,1500490481,1078662408,989503246,939828387.8,838627741.1,243503898.5
"Macao SAR, China",MAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,771496386.2,1775023638,2916866633,5357705783,3982611128,-412628142.4,3629274389,1754336190,3565735906,3736886589,2362348381,338427923.1,310523207.1
St. Martin (French part),MAF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Morocco,MAR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,787053819,1619752454,2366000096,2806642141,2466288357,1970323920,1240625859,2521362081,2841954371,3360909924,3525384612,3252913902,2318278920
Monaco,MCO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Moldova,MDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,151010000,190700000,258680000,536020000,726610000,258190000,286120000,347930000,250770000,241880000,341850000,216140000,90970000
Madagascar,MDG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,52910748,85428623.9,294681941.5,789389724.1,1134497642,1293330142,809707320.3,815534454.5,814789934.7,565176604.1,350686512,517269814.5,540842779.8
Maldives,MDV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,52933701.73,52991121.06,63826812.89,132432080.8,181255431.8,157963586.8,216468945.7,423530664,227976866.7,360816336.2,333375218,307749298.2,448006042.5
Middle East & North Africa,MEA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,32800313658,73129405134,1.09055E+11,1.26454E+11,1.13755E+11,83843882867,87567125470,62346725072,61876777142,58039450329,51747493412,50571675929,54593485736
Mexico,MEX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,24916054094,26018159827,20701257458,33064778686,32168992839,19483297828,21062616138,24146620697,17366350240,47136838673,30090680313,36210673649,33930240688
Marshall Islands,MHL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,3450000,3279622.362,1876761.725,6987311.988,5694746.716,14649434.96,-9356673.132,-4380881.138,21373811.81,32548149.32,9047685.078,20990000,20862000
Middle income,MIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2.16022E+11,3.01478E+11,3.9555E+11,5.46454E+11,6.269E+11,4.25005E+11,6.12709E+11,7.20064E+11,6.51178E+11,7.31374E+11,6.62523E+11,6.27818E+11,5.54439E+11
"Macedonia, FYR",MKD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,309137638.5,145329601.5,427444589.3,733466879,611688378.6,259530321.5,301441681.7,507920732.8,337911248.2,402458309.8,60879915.45,296604200.4,549371101.6
Mali,MLI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,84840599.64,160218206.8,148195574.1,206064771.4,266432781.9,646609200.6,371569832.6,556147161.6,397865237.2,307853389.3,144023010.6,275414523.6,125530920.7
Malta,MLT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7463261948,21812521210,25024123091,35597484911,14837415221,1444129815,9246747160,7801381378,3324836752,510408456.7,154057552.2,2949544243,2438453540
Myanmar,MMR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,211364295,234904379,275812653,709922015.3,863880447.3,1078972201,901133534.9,2519813313,1333856137,2254603965,2175015284,4083839112,3278096410
Middle East & North Africa (excluding high income),MNA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,10521887306,18170935379,30379633372,33637747266,35606364313,29219598630,25932821028,15824388426,22999573663,24136651642,22939119944,20963785471,20785524406
Montenegro,MNE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,65376568.39,500611849,622001628.3,937515441.4,975105642.3,1549312935,758407499.5,556257883.1,618367296,446490330.3,496716681.9,699736511.1,226666592.4
Mongolia,MNG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,92900000,187620000,245460000,372759900,844697949.5,623609218.2,1691421732,4571161963,4272473223,2059702973,337768268.1,94319767.47,-4156404704
Northern Mariana Islands,MNP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-3771000,-7939000,33864000,7714000,10038000,64000,14764000,-1143000,4561666.667,6060888.889,3200000,N/A,N/A
Mozambique,MOZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,244703873.4,122413755.6,251141650.3,416689348.4,641399415.8,930100407.8,1258453097,3663937118,5635092659,6697422432,4998799334,3868353885,3128149929
Mauritania,MRT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,404102025.7,811869181.4,154601638.1,139372822.3,342770662,-3072044.396,130528391.3,588749564.2,1386098851,1126004760,502589833.8,501726765.7,271134845
Mauritius,MUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,13894736.4,41776995.78,106758059.1,340763853.7,377724738.1,256680711.8,429958030.7,433358879.7,589018302.8,293341671.7,418430127.8,208290139.5,349418573.6
Malawi,MWI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,107811374,139696707.4,35561531.63,124388838.7,195424461.1,49130854.84,97010028.45,812753754.6,-8886001.78,451360605.7,598087746.6,518691526.9,325632818.8
Malaysia,MYS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4376052632,3924786635,7690731246,9071369835,7572512432,114664434.6,10885614182,15119371191,8895774251,11296278696,10619431770,9857162233,13515796131
North America,NAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2.10151E+11,1.63916E+11,3.58502E+11,4.61105E+11,4.03022E+11,1.74649E+11,2.8928E+11,2.9547E+11,2.9977E+11,3.55234E+11,3.01905E+11,5.6072E+11,5.11603E+11
Namibia,NAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,223561311.2,392757950.1,609772318.5,669789340.8,749771454.7,835814906.9,287188694.4,811495035.4,1094347850,787993184.2,445987360,1183091229,301386978.8
New Caledonia,NCL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,27480195.73,-6738759.001,749088411.7,417453934.4,1746369905,1182295528,1439085573,1758141869,2682824681,2168113324,1797318131,1225978578,1498476027
Niger,NER,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,24367537.69,49733809.25,40274236.62,98942805.39,281935056.4,631278387,795859656,1065789606,841275555.8,719134023.7,821872392.1,529263979.5,292834900.8
Nigeria,NGA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1874033035,4982533943,4854416867,6034971231,8196606673,8554840769,6026232041,8841113287,7069934205,5562873606,4655849170,3128591679,4434648308
Nicaragua,NIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,250000000,241100000,286800000,381700000,627300000,433900000,489900000,936300000,767700000,815500000,884100000,949900000,887800000
Netherlands,NLD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1.39818E+11,2.09981E+11,3.75136E+11,7.3401E+11,1.95192E+11,95931335754,1.1573E+11,3.31838E+11,2.39755E+11,3.28684E+11,1.17585E+11,1.47258E+11,1.53975E+11
Norway,NOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4918494986,10058759830,11877923790,24806091103,20578219685,8635762892,21634265663,10296323076,27405858241,-249693720.7,3279803722,6823152644,-16427884619
Nepal,NPL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-417346.3839,2451784.707,-6647983.904,5741706.053,995123.9307,38271269.97,87741711.63,94022157.12,91996607.25,74244986.77,30403267.33,51895699.93,105996375.6
Nauru,NRU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1000000,1000000,1000000,2737000,1465000,1389000,0,0,0,0,0,0,0
New Zealand,NZL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2319819298,1906665964,2912645687,4335506076,2591966537,-52385533.24,286306903,1378410924,3846884019,-69519935.42,3249055311,-9807784.014,1934890721
OECD members,OED,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7.06208E+11,1.15355E+12,1.59528E+12,2.32169E+12,1.62098E+12,7.56772E+11,9.82274E+11,1.32491E+12,1.16443E+12,1.10588E+12,8.57596E+11,1.37577E+12,1.45712E+12
Oman,OMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,111053316,1538361508,1596098830,3332119636,2951885566,1485825748,1242652796,1629144343,1364629389,1612430962,1286345904,-2172431730,1680894668
Other small states,OSS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,14342872883,35674164241,42793559753,59894571441,29770180428,20831072469,36829160472,7464531153,63859638642,1367295989,8581055461,16435146208,8132817573
Pakistan,PAK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1118000000,2201000000,4273000000,5590000000,5438000000,2338000000,2022000000,1326000000,859000000,1333000000,1868000000,1621000000,2324000000
Panama,PAN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1277900000,1104400000,2944300000,2224000000,2390000000,1085500000,2549100000,4395600000,3381900000,3799000000,4984400000,5057700000,5994600000
Peru,PER,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1599038389,2578719365,3466531061,5490961307,6923651285,6430652961,8454627588,7341119933,11788195370,9799702105,4441011421,8271633514,6862893056
Philippines,PHL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,592000000,1664000000,2707414997,2918724841,1340027563,2064620678,1070386940,2007150725,3215415155,3737371740,5739574024,5639155962,7979567090
Palau,PLW,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7338283.97,3971994.27,33283255.64,4383239.141,4741656.707,2790871.006,2685244.116,8326127.029,21639126.32,18041109.84,39860115.39,34583158.15,30826000
Papua New Guinea,PNG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,29883258.83,31818696.74,11777272.97,94558953.92,-30591591.76,418816685.9,28720688.24,-309831004.1,-63782355.93,18222240.04,-30389394.59,203474073.9,-39769816.36
Poland,POL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,13868000000,11041000000,21473000000,25031000000,14574000000,14025000000,18395000000,18485000000,7358000000,795000000,19776000000,15065000000,16758000000
Pre-demographic dividend,PRE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,10201375805,11998524332,13261841057,19297816531,24938667309,25631332867,23893135310,31977480244,30241279870,29854025737,33262630591,36113244730,26868434896
Puerto Rico,PRI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Korea, Dem. People’s Rep.",PRK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,65035000,-5943000,-236073000,20900000,167971000,8623000,14167000,126001000,221333000,88718000,78762000,81644000,93023000
Portugal,PRT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2496972203,4428914068,13198582130,6026180108,7821376697,5578899469,8455785211,9817680645,21976623038,10804886161,13113049583,2408982134,9214150761
Paraguay,PRY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,93979000,7300000,187800000,105000000,337856000,26913000,555544000,463994000,727144000,312567000,549690000,529859000,411466000
West Bank and Gaza,PSE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,20520000,36242000,18587960,19596000,51508000,300468000,179941047.8,238840690.6,62985366.11,189560177,159711665.3,104937726.7,268963494.4
Pacific island small states,PSS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,288587531.2,220583647.2,619035161.7,565963062.3,510264346.3,277841868.5,580826100.7,600503132.5,518892132.5,449574930.4,531796431.5,482513521.8,372022250.8
Post-demographic dividend,PST,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7.22163E+11,1.1347E+12,1.60581E+12,2.32735E+12,1.62304E+12,7.3232E+11,1.03126E+12,1.37229E+12,1.19231E+12,1.11522E+12,8.91719E+11,1.33289E+12,1.47818E+12
French Polynesia,PYF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6420023.009,7818937.09,30649550.54,58249411.64,13884094.47,21843717.56,64303751.42,133839517.3,147199569.6,99207173.35,45314778.95,26004564.14,53404993.82
Qatar,QAT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1198970000,2500000000,3500000000,4700000000,3778626374,8124736264,4670329670,938516483.5,395879120.9,-840384615.4,1040384615,1070879121,773901098.9
Romania,ROU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,6443000000,6498650463,11006614842,10103086514,13667824245,4637684880,3213737652,2370097223,3047569714,3854819398,3869197075,4317731472,5372961305
Russian Federation,RUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,15402990000,15508050000,37594770000,55873680000,74782910000,36583100000,43167780000,55083630000,50587560000,69218890000,22031320000,6852970000,32538900000
Rwanda,RWA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7700000,10500000,30643966.47,82283165.86,103346051.9,118670000,250504802.9,119105385.8,254963244.4,257642420.2,314742419,223334652.8,254451666.4
South Asia,SAS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,7477232653,10835965281,25539643966,32472490181,51156328359,39636706804,31562387498,40651615041,27771786000,33514678223,40313703980,49674816558,50249997280
Saudi Arabia,SAU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-334320000,12106749694,18317596796,24333811514,39455863929,36457666667,29232706667,16308280000,12182373333,8864693333,8011786667,8141026667,7452533333
Sudan,SDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1511070000,1561689997,1841833814,1504379838,1653120315,1726298403,2063730998,1734376994,2311460740,1687884179,1251280889,1728373403,1063767535
Senegal,SEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,137336903.7,167877437.2,289582834.4,350994490.1,453902667.5,330145120.8,271827672.5,338218819.4,276175329.5,311278273.7,402561894.3,409001268.1,392815564.9
Singapore,SGP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,24390314129,18090329984,36923890241,47733209770,12200705252,23821209700,55075864345,49155975338,56236647375,64684568049,73986661931,70579746513,61596847011
Solomon Islands,SLB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-2670173.389,548149.3494,44307544.56,85983505.99,75177085.38,48583116.34,165920898.3,120052792.5,23881499.3,53434351.38,21022029.97,32222728.56,37343622.77
Sierra Leone,SLE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,61153314.19,90731669.74,58869143.91,95470171.32,53095074.15,110430202.5,238404157.8,950477689,722447242.9,429664519.9,375089670.5,252435829.4,516000000
El Salvador,SLV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,363270000,511140000,241130000,1550510000,903050000,368730000,-113160683.7,122500004.3,447709564.2,242345997.4,509251538.6,496992814.1,486478328.4
San Marino,SMR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Somalia,SOM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-4790000,24000000,96000000,141000000,87000000,108000000,112000000,102000000,107330000,258000000,283000000,306000000,339000000
Serbia,SRB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,958469762.2,1577035766,4255703638,4423927588,4055646331,2928877110,1693330941,4929898533,1276100599,2059702251,1999520402,2345152815,2300135289
Sub-Saharan Africa (excluding high income),SSA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,12255376734,19516115301,16293722748,28587201103,38688837460,36402478944,31040882094,41871815311,38849854881,40547880305,42919883930,43517451157,38547839339
South Sudan,SSD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,161000000,-793000000,1035825.73,150000,-6080000
Sub-Saharan Africa,SSF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,12293391586,19596845040,16434278441,28763128734,38868662904,36570730606,31200677469,42015055976,39463063657,40605169371,43028190936,43623344754,38634256029
Small states,SST,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,16924155261,39027305742,47162068171,64374593961,36744834648,24217728465,40248935041,10247717040,64973318444,2628869155,11939566482,19191748732,10370233280
Sao Tome and Principe,STP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,3501000,15664000,38015839.46,36028527.82,79143388.76,15500000,50600000,32152348.55,22471527.03,12162344.82,27098307.19,28582187.18,22152092.6
Suriname,SUR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,-37300000,27900000,-163400000,-246700000,-231400000,-93400000,-247700000,145288761.2,169442185.1,186765030.6,-59673138.08,195402811.9,174273020.7
Slovak Republic,SVK,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,4060863687,3924682009,5696440446,5059527853,4641898697,1519061242,2117457352,5426624043,1776753941,1003810309,-362446778.8,1519809127,3548472664
Slovenia,SVN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,763100000,970800000,691588429.4,1884932873,1081080207,-346269217.1,319054952.7,875544802.3,33548087.62,103977238.6,1019291465,1729437645,1461635216
Sweden,SWE,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,16854649894,20782686616,22052656379,46143507533,41436553996,8960871621,625102142.5,6979353755,4273531542,1543757552,-8626915507,8431183787,15331627487
